TR_S05_PTO_STO(100)_600c_200mT_1000sh_2hz_2theta omega_04092026	
2θ, °	Intensity, cps
19.3967990875244	0
19.4015998840332	0
19.406400680542	0
19.4111995697021	14.111608505249
19.4160003662109	14.9663619995117
19.4207992553711	0
19.4256000518799	14.4864053726196
19.4304008483887	0
19.4351997375488	0
19.4400005340576	0
19.4447994232178	0
19.4496002197266	0
19.4543991088867	14.8088121414185
19.4591999053955	0
19.4640007019043	14.5348262786865
19.4687995910645	15.1172580718994
19.4736003875732	0
19.4783992767334	0
19.4832000732422	0
19.488000869751	0
19.4927997589111	30.8306407928467
19.4976005554199	0
19.5023994445801	0
19.5072002410889	0
19.511999130249	28.8167858123779
19.5167999267578	15.1258974075317
19.5216007232666	14.7060356140137
19.5263996124268	0
19.5312004089355	0
19.5359992980957	19.1516056060791
19.5408000946045	15.5513935089111
19.5456008911133	0
19.5503997802734	0
19.5552005767822	0
19.5599994659424	0
19.5648002624512	0
19.5695991516113	0
19.5743999481201	14.4268026351929
19.5792007446289	4.86656284332275
19.5839996337891	14.9356870651245
19.5888004302979	0
19.593599319458	0
19.5984001159668	15.3159875869751
19.6032009124756	0
19.6079998016357	14.2130451202393
19.6128005981445	43.205379486084
19.6175994873047	0
19.6224002838135	28.780933380127
19.6271991729736	0
19.6319999694824	0
19.6368007659912	0
19.6415996551514	0
19.6464004516602	0
19.6511993408203	0
19.6560001373291	0
19.6608009338379	0
19.665599822998	28.9849166870117
19.6704006195068	14.1543054580688
19.675199508667	14.7284173965454
19.6800003051758	0
19.6847991943359	28.7217235565186
19.6895999908447	15.0855846405029
19.6944007873535	0
19.6991996765137	0
19.7040004730225	14.0798320770264
19.7087993621826	4.67071914672852
19.7136001586914	0
19.7183990478516	14.7388639450073
19.7231998443604	0
19.7280006408691	0
19.7327995300293	13.9451904296875
19.7376003265381	0
19.7423992156982	0
19.747200012207	0
19.7520008087158	0
19.756799697876	14.7633323669434
19.7616004943848	0
19.7663993835449	0
19.7712001800537	0
19.7759990692139	14.6623201370239
19.7807998657227	14.0461492538452
19.7856006622314	14.7551927566528
19.7903995513916	34.2321586608887
19.7952003479004	14.1517353057861
19.7999992370605	4.67124128341675
19.8048000335693	0
19.8096008300781	0
19.8143997192383	4.80589580535889
19.8192005157471	14.8502407073975
19.8239994049072	0
19.828800201416	0
19.8335990905762	28.1935195922852
19.838399887085	19.9544620513916
19.8432006835938	29.275426864624
19.8479995727539	0
19.8528003692627	0
19.8575992584229	0
19.8624000549316	0
19.8672008514404	29.7399005889893
19.8719997406006	0
19.8768005371094	30.3153133392334
19.8815994262695	0
19.8864002227783	14.2428970336914
19.8911991119385	28.560962677002
19.8959999084473	0
19.9008007049561	14.3204364776611
19.9055995941162	14.8156032562256
19.910400390625	0
19.9151992797852	4.52683925628662
19.9200000762939	0
19.9248008728027	0
19.9295997619629	0
19.9344005584717	0
19.9391994476318	14.7980251312256
19.9440002441406	0
19.9487991333008	15.1815528869629
19.9535999298096	14.3136415481567
19.9584007263184	14.6585483551025
19.9631996154785	14.2190837860107
19.9680004119873	14.5574588775635
19.9727993011475	0
19.9776000976563	0
19.982400894165	14.6789331436157
19.9871997833252	14.4289016723633
19.992000579834	14.7457141876221
19.9967994689941	44.4958229064941
20.0016002655029	0
20.0063991546631	4.80176115036011
20.0111999511719	29.3618679046631
20.0160007476807	0
20.0207996368408	0
20.0256004333496	0
20.0303993225098	72.0328216552734
20.0352001190186	0
20.0400009155273	0
20.0447998046875	0
20.0496006011963	0
20.0543994903564	0
20.0592002868652	0
20.0639991760254	0
20.0687999725342	0
20.073600769043	0
20.0783996582031	29.3341121673584
20.0832004547119	0
20.0879993438721	0
20.0928001403809	0
20.0976009368896	14.3619079589844
20.1023998260498	15.2193841934204
20.1072006225586	15.4056835174561
20.1119995117188	0
20.1168003082275	0
20.1215991973877	0
20.1263999938965	14.2336502075195
20.1312007904053	14.3782663345337
20.1359996795654	19.491039276123
20.1408004760742	14.2555389404297
20.1455993652344	0
20.1504001617432	0
20.1551990509033	0
20.1599998474121	14.2141151428223
20.1648006439209	14.6541061401367
20.1695995330811	14.7319450378418
20.1744003295898	0
20.17919921875	0
20.1840000152588	14.4248352050781
20.1888008117676	0
20.1935997009277	15.1299076080322
20.1984004974365	0
20.2031993865967	0
20.2080001831055	14.1288061141968
20.2127990722656	15.4056835174561
20.2175998687744	0
20.2224006652832	0
20.2271995544434	15.2386837005615
20.2320003509521	0
20.2367992401123	0
20.2416000366211	0
20.2464008331299	0
20.25119972229	14.4325399398804
20.2560005187988	0
20.260799407959	0
20.2656002044678	14.3797559738159
20.2703990936279	18.9150047302246
20.2751998901367	28.6005764007568
20.2800006866455	0
20.2847995758057	13.9802379608154
20.2896003723145	29.2988986968994
20.2943992614746	0
20.2992000579834	28.9744472503662
20.3040008544922	28.4535484313965
20.3087997436523	44.6931419372559
20.3136005401611	0
20.3183994293213	14.1723804473877
20.3232002258301	0
20.3279991149902	0
20.332799911499	0
20.3376007080078	72.9203720092773
20.342399597168	4.96081256866455
20.3472003936768	0
20.3519992828369	14.1919555664063
20.3568000793457	0
20.3616008758545	29.7303333282471
20.3663997650146	13.9802379608154
20.3712005615234	0
20.3759994506836	0
20.3808002471924	4.68755865097046
20.3855991363525	43.8457145690918
20.3903999328613	0
20.3952007293701	0
20.3999996185303	0
20.4048004150391	0
20.4095993041992	0
20.414400100708	0
20.4192008972168	0
20.423999786377	28.615550994873
20.4288005828857	0
20.4335994720459	0
20.4384002685547	14.7152891159058
20.4431991577148	29.6232604980469
20.4479999542236	13.8066473007202
20.4528007507324	14.5416688919067
20.4575996398926	14.5191650390625
20.4624004364014	43.8521156311035
20.4671993255615	0
20.4720001220703	0
20.4768009185791	0
20.4815998077393	29.6107540130615
20.486400604248	14.7849950790405
20.4911994934082	19.2406768798828
20.496000289917	0
20.5007991790771	14.5155458450317
20.5055999755859	13.9941720962524
20.5104007720947	15.2961359024048
